"","athlete.sex","distance","elapsed_time","average_speed","type","average_heartrate","athlete.country","meters_per_sec","iso3c"
"568","F",29328.8,4779,7.497,"Ride",155.1,"Thailand",6.13701611215735,"THA"
"569","F",5143.8,2217,2.337,"Run",154.4,"United Kingdom",2.32016238159675,"GBR"
"570","F",121552,21079,6.719,"Ride",108.9,"United States",5.76649746192893,"USA"
"571","F",54665,12545,4.851,"Ride",149.9,"South Africa",4.35751295336788,"ZAF"
"572","F",65936.1,17955,4.965,"Ride",153.4,"United States",3.67229741019215,"USA"
"573","F",77983.7,14185,6.272,"Ride",147.1,"South Africa",5.49761720126895,"ZAF"
"574","F",42398,17397,2.437,"Run",172.6,"Germany",2.4370868540553,"DEU"
"575","F",3602,660,6.771,"Ride",109.8,"United Kingdom",5.45757575757576,"GBR"
"576","F",64684.9,9296,7.101,"Ride",111.1,"United States",6.95835843373494,"USA"
"577","F",36364.1,5642,6.546,"Ride",127.2,"The Netherlands",6.44524991137894,"NLD"
"578","F",54916.3,9246,6.433,"Ride",145.3,"België",5.93946571490374,NA
"579","F",8458.3,3480,2.435,"Run",148.5,"Deutschland",2.43054597701149,NA
"580","F",1280,666,1.922,"Run",154.5,"Colombia",1.92192192192192,"COL"
"581","F",22881,5126,5.337,"Ride",146.4,"Portugal",4.46371439719079,"PRT"
"582","F",14904.3,4400,3.387,"Ride",147.9,"United States",3.38734090909091,"USA"
