"","athlete.sex","distance","elapsed_time","average_speed","type","average_heartrate","athlete.country","meters_per_sec","iso3c"
"883","M",10631.9,3602,2.965,"Run",148,"Sweden",2.95166574125486,"SWE"
"884","F",10486.1,3882,2.701,"Run",151.8,"Germany",2.70121071612571,"DEU"
"885","F",16183.2,2096,7.721,"VirtualRide",115,"United States",7.72099236641221,"USA"
"886","M",56028.2,7326,8.037,"Ride",105.5,"United States",7.64785694785695,"USA"
"887","M",70276.1,8720,8.107,"Ride",133.2,"Italia",8.05918577981651,NA
"888","F",15901.9,9407,1.874,"Run",123.1,"Norway",1.69043265653237,"NOR"
"889","M",27671.7,4556,7.117,"Ride",152.5,"Australia",6.07368305531168,"AUS"
"890","M",33653.7,5535,6.146,"Ride",133.5,"Sweden",6.08016260162602,"SWE"
"891","M",53001.2,7398,7.365,"Ride",149.4,"United States",7.16426061097594,"USA"
"892","F",27876.6,3552,7.848,"Ride",146.1,"Australia",7.84814189189189,"AUS"
"893","F",13994,2352,6.019,"Ride",124.9,"United States",5.94982993197279,"USA"
"894","M",24872,5913,6.221,"Ride",127.2,"Australia",4.2063250465077,"AUS"
"895","M",79439.4,9797,8.564,"Ride",140.3,"United States",8.10854343166275,"USA"
"896","M",14607.6,2671,5.533,"Ride",142.6,"Italy",5.46896293523025,"ITA"
"897","F",4942.3,1619,3.07,"Run",149.6,"United Kingdom",3.0526868437307,"GBR"
"898","F",6460,2172,2.974,"Run",158.3,"United States",2.97421731123389,"USA"
"899","F",42697.2,6302,7.094,"Ride",109.9,"United States",6.77518248175182,"USA"
"900","M",19359,3304,5.859,"Ride",54.3,"United Kingdom",5.85926150121065,"GBR"
"901","M",29112.6,4025,7.818,"Ride",109.6,"United States",7.23294409937888,"USA"
"902","M",7696.1,2253,3.416,"Run",154.7,"Canada",3.41593430980914,"CAN"
"903","M",6463,2273,2.856,"Run",146.2,"France",2.84337879454465,"FRA"
"904","F",13397.7,6110,2.375,"Run",151.8,"Australia",2.1927495908347,"AUS"
"905","F",7000.7,1840,3.805,"Run",162.1,"United Kingdom",3.80472826086956,"GBR"
"906","M",5132.7,2002,2.569,"Run",160.5,"Italy",2.56378621378621,"ITA"
"907","M",40971.9,5089,8.66,"Ride",157.4,"United States",8.05107093731578,"USA"
"908","M",37568,5322,7.239,"Ride",123.1,"United States",7.05900037579857,"USA"
"909","F",56859.9,23214,4.689,"Ride",100.5,"United States",2.44937968467304,"USA"
"910","F",4903.6,4848,2.761,"Run",115.9,"Australia",1.01146864686469,"AUS"
"911","M",131473,18399,7.762,"Ride",108.9,"United States",7.14566009022229,"USA"
"912","M",2470,1497,3.183,"Run",173.3,"South Africa",1.6499665998664,"ZAF"
"913","M",10193.1,4126,2.507,"Run",161.8,"France",2.47045564711585,"FRA"
"914","M",5281,965,5.473,"Ride",150.5,"United Kingdom",5.47253886010363,"GBR"
"915","F",1875.9,1002,1.891,"Run",147.9,"United States",1.87215568862275,"USA"
"916","M",3488.2,47380,2.986,"Run",139.5,"The Netherlands",0.0736217813423385,"NLD"
"917","F",38698.8,5564,7.188,"Ride",152.7,"United States",6.95521207764198,"USA"
"918","M",110224,17233,8.002,"Ride",146.3,"United Kingdom",6.39610050484535,"GBR"
"919","F",37674.7,98167,8.019,"Ride",140.1,"Australia",0.383781718907576,"AUS"
"920","M",2439.3,2182,1.764,"Run",122.5,"United States",1.117919340055,"USA"
"921","M",22585.7,3218,7.019,"Ride",152.7,"Australia",7.01855189558732,"AUS"
"922","F",6654.2,2567,2.791,"Run",144.2,"United Kingdom",2.59220880405142,"GBR"
"923","M",17651.2,2294,7.749,"Ride",145.9,"Australia",7.69450741063644,"AUS"
"924","F",9317.3,3823,2.444,"Run",173.4,"United States",2.43716976196704,"USA"
"925","F",28889.6,3740,7.963,"Ride",157.3,"United Kingdom",7.72449197860962,"GBR"
"926","F",3217.6,3911,0.954,"Run",77.9,"United States",0.822705190488366,"USA"
"927","M",39492.2,7646,7.495,"Ride",142.7,"United States",5.16507978027727,"USA"
"928","M",10029.3,3356,3.063,"Run",171.4,"France",2.9884684147795,"FRA"
"929","M",52425.7,7030,7.526,"Ride",123.3,"Italia",7.4574253200569,NA
"930","F",28711.1,4178,6.872,"Ride",145.8,"Ireland",6.87197223551939,"IRL"
"931","M",8856.4,1920,4.613,"Ride",120.6,"Ireland",4.61270833333333,"IRL"
"932","M",35078.3,4094,8.711,"Ride",150.5,"België",8.56822178798241,NA
"933","F",4404.8,1803,2.448,"Run",137.3,"Australia",2.44303937881309,"AUS"
"934","F",33976.5,4526,7.779,"Ride",149.9,"United States",7.50695978789218,"USA"
"935","M",132327,17997,7.732,"Ride",143.2,"Schweiz",7.35272545424237,NA
"936","M",17866.6,3620,5.482,"Ride",136.7,"United Kingdom",4.93552486187845,"GBR"
"937","M",8329.4,2088,3.989,"Run",164.1,"United States",3.98917624521073,"USA"
"938","M",17251.3,5174,3.341,"Run",152.5,"Hungary",3.33422883649014,"HUN"
"939","",4010,1275,3.514,"Run",157.6,"United Kingdom",3.14509803921569,"GBR"
"940","M",7254.1,1891,3.836,"Run",159.6,"United States",3.83611845584347,"USA"
"941","M",23491.9,2702,8.694,"Ride",141.7,"United States",8.69426350851221,"USA"
"942","F",3370.6,511,6.95,"Ride",158.3,"Canada",6.59608610567515,"CAN"
"943","F",18918.5,2990,6.359,"Ride",118.9,"United Kingdom",6.32725752508361,"GBR"
"944","M",57814.9,7200,8.03,"Ride",148.4,"Lithuania",8.02984722222222,"LTU"
"945","F",70086.5,8931,8.122,"Ride",119.5,"Polska",7.8475534654574,NA
"946","M",11785.9,3384,3.545,"Ride",155.6,"United States",3.48283096926714,"USA"
"947","M",43832.4,8824,7.403,"Ride",136.4,"Australia",4.96740707162285,"AUS"
"948","M",21692.2,209016,3.404,"Ride",155,"New Zealand",0.103782485551345,"NZL"
"949","M",28569.5,4046,7.386,"Ride",156.1,"Deutschland",7.0611715274345,NA
"950","M",20481.8,6402,3.24,"Run",151.5,"Deutschland",3.19928147453921,NA
"951","F",16383,3907,4.565,"Ride",132.8,"United States",4.19324289736371,"USA"
"952","M",142185,27104,6.174,"Ride",108.5,"The Netherlands",5.2459046635183,"NLD"
"953","M",2652.3,1106,2.47,"Run",135.7,"United Kingdom",2.39810126582279,"GBR"
"954","M",8206.1,2340,3.511,"Run",157,"United Kingdom",3.50688034188034,"GBR"
"955","F",33493.6,4728,7.833,"Ride",153.3,"United Kingdom",7.08409475465313,"GBR"
"956","F",3218.6,866,3.717,"Run",155.7,"United States",3.71662817551963,"USA"
"957","M",76045.8,11695,6.625,"Ride",134.7,"Italia",6.50241983753741,NA
"958","F",69384.7,14542,6.456,"Ride",122.9,"United States",4.77133131618759,"USA"
"959","F",14445.5,2492,5.797,"Ride",141.1,"United States",5.79674959871589,"USA"
"960","F",3267.9,1654,2.021,"Run",180.7,"Nicaragua",1.97575574365175,"NIC"
"961","F",6429.8,2408,2.67,"Run",164.6,"Australia",2.67018272425249,"AUS"
"962","M",94852.3,15232,7.155,"Ride",152.9,"República Federativa do Brasil",6.22717305672269,NA
"963","F",4171.6,2235,1.901,"Run",146.6,"United States",1.86648769574944,"USA"
"964","M",11631.5,3253,3.576,"Run",156.7,"United Kingdom",3.57562250230556,"GBR"
"965","M",50611.3,6892,7.542,"Ride",130.5,"Denmark",7.34348520023215,"DNK"
"966","M",8858.8,1185,7.737,"Ride",136.8,"United States",7.4757805907173,"USA"
"967","F",61523,6751,9.113,"Ride",161,"United Kingdom",9.11316841949341,"GBR"
"968","F",40516.4,6778,6.085,"Ride",111.5,"United Kingdom",5.97763352021245,"GBR"
"969","M",52903.4,9727,6.909,"Ride",143.4,"Norway",5.43881977999383,"NOR"
"970","M",13226.9,4679,5.551,"Ride",97.4,"The Netherlands",2.82686471468262,"NLD"
"971","M",58107.5,7615,8.762,"Ride",141,"United States",7.6306631648063,"USA"
"972","M",44710.1,5325,8.513,"Ride",146.1,"Italia",8.39626291079812,NA
"973","M",81556.5,14684,5.838,"Ride",150,"Nederland",5.55410651048761,NA
"974","M",13866.7,1518,9.232,"Ride",171,"United States",9.13484848484848,"USA"
"975","M",30930.2,4477,7.218,"Ride",124.7,"United States",6.9086888541434,"USA"
"976","F",24568.3,4783,7.105,"Ride",145,"Australia",5.13658791553418,"AUS"
"977","F",26356.4,4340,6.115,"Ride",139,"United States",6.07290322580645,"USA"
"978","M",48416.1,7748,6.526,"Ride",157,"Belgium",6.24885131646877,"BEL"
"979","M",61008.5,9488,6.786,"Ride",112.2,"Italy",6.43006956155143,"ITA"
"980","M",10081.5,3157,3.193,"Run",143.6,"New Zealand",3.19337979094077,"NZL"
"981","M",32504.1,14680,2.486,"Ride",130,"United States",2.2141757493188,"USA"
"982","M",29562.7,6916,4.578,"Ride",151.8,"Namibia",4.27453730480046,"NAM"
"983","F",13503.7,3288,4.645,"Ride",129.1,"Australia",4.10696472019465,"AUS"
"984","M",70027.6,13066,7.023,"Ride",151.8,"Australia",5.35952854737487,"AUS"
"985","M",29012.8,11706,3.549,"Ride",150.9,"España",2.47845549290962,NA
"986","M",45524.2,6275,7.273,"Ride",144,"Deutschland",7.25485258964143,NA
"987","M",10003.3,3249,3.136,"Run",151,"United Arab Emirates",3.07888581101877,"ARE"
"988","M",31905.8,4759,6.969,"Ride",146.3,"United States",6.70430762765287,"USA"
"989","F",7413.6,3406,2.895,"Run",149.3,"Netherlands",2.17662947739284,"NLD"
"990","M",54517.3,5957,9.221,"Ride",152,"Espanya",9.15180459963069,NA
"991","M",32538.2,4992,7.244,"Ride",168.4,"United States",6.51806891025641,"USA"
"992","F",3228.7,1794,1.807,"Run",115.1,"United States",1.79972129319955,"USA"
"993","M",1884.9,357,5.56,"Ride",119.6,"United States",5.27983193277311,"USA"
"994","M",25935.4,5690,5.22,"Ride",143.8,"United States",4.55806678383128,"USA"
"995","M",44104.7,6189,7.175,"Ride",155.5,"Denmark",7.12630473420585,"DNK"
"996","M",50332.9,8325,6.114,"Ride",135.6,"France",6.04599399399399,"FRA"
"997","M",1502.8,551,3.729,"Ride",139.6,"United Kingdom",2.72740471869328,"GBR"
"998","M",12445.5,1381,9.012,"Ride",153.4,"Canada",9.01194786386676,"CAN"
"999","M",5187.4,2217,2.34,"Run",119.5,"Portugal",2.33982859720343,"PRT"
"1000","",6205.8,2491,2.684,"Run",167,"United Kingdom",2.49128863910076,"GBR"
"1001","M",124316,17320,7.42,"Ride",146.1,"Deutschland",7.17759815242494,NA
"1002","M",5604.4,2712,2.251,"Run",166.7,"United States",2.0665191740413,"USA"
"1003","M",36908.5,5149,7.573,"Ride",126.2,"United Kingdom",7.16809089143523,"GBR"
"1004","F",16477.4,5496,3.103,"Run",161.7,"Ireland",2.99807132459971,"IRL"
"1005","M",42840.1,4888,8.764,"Ride",149.7,"United States",8.76434124386252,"USA"
"1006","M",35113.5,6387,6.104,"Ride",128,"United States",5.49765147956787,"USA"
"1007","M",173496,36882,5.599,"Ride",153.8,"Singapore",4.70408329266309,"SGP"
"1008","M",92284.7,11506,8.295,"Ride",117.6,"United States",8.02057187554319,"USA"
"1009","F",5008.8,2280,2.203,"Run",144.1,"Australia",2.19684210526316,"AUS"
"1010","M",52433.6,7832,7.262,"Ride",129.6,"Brazil",6.69479060265577,"BRA"
"1011","F",32572.3,4431,7.653,"Ride",123.4,"Canada",7.35100428797111,"CAN"
"1012","M",44.8,2124,1.12,"Ride",106.6,"United States",0.0210922787193974,"USA"
"1013","M",11559.4,4424,2.766,"Run",165.5,"France",2.6128842676311,"FRA"
"1014","M",8062.9,2398,3.362,"Run",169.6,"United States",3.36234361968307,"USA"
"1015","M",57874.5,7257,7.975,"Ride",133.7,"Switzerland",7.97498966515089,"CHE"
"1016","M",14884.2,3681,4.106,"Ride",141,"Venezuela",4.04352078239609,"VEN"
"1017","M",40749.3,5041,8.084,"Ride",143.3,"Australia",8.08357468756199,"AUS"
"1018","M",25690,3600,7.136,"Ride",126.6,"United States",7.13611111111111,"USA"
"1019","M",41862,5405,7.745,"Ride",129.6,"United States",7.74505087881591,"USA"
"1020","F",4973.6,1744,2.857,"Run",173.5,"Australia",2.85183486238532,"AUS"
"1021","M",29865.5,5051,6.107,"Ride",109.9,"Deutschland",5.91278954662443,NA
"1022","M",46835.7,7258,6.652,"Ride",145.3,"België",6.45297602645357,NA
"1023","M",112668,18711,6.291,"Ride",123.3,"Poland",6.02148468815135,"POL"
"1024","M",65245,7505,9.276,"Ride",139.4,"Belgium",8.69353764157228,"BEL"
"1025","M",40408.2,5368,7.75,"Ride",163.8,"United States",7.52760804769001,"USA"
"1026","M",10063.6,2405,4.184,"VirtualRide",146.3,"United Kingdom",4.18444906444906,"GBR"
"1027","M",83052.5,8251,10.066,"Ride",135.3,"България",10.0657496061084,NA
"1028","",46894,20136,4.329,"Ride",87.5,"Denmark",2.32886372665872,"DNK"
"1029","M",38440.1,4590,8.375,"Ride",166.8,"Australia",8.37474945533769,"AUS"
"1030","F",6092.1,2720,0.003,"Run",171.7,"España",2.23974264705882,NA
"1031","M",39207,5268,7.868,"Ride",105.4,"Canada",7.44248291571754,"CAN"
"1032","M",19253.8,4984,3.968,"Ride",113,"France",3.86312199036918,"FRA"
"1033","M",38139.4,6527,5.91,"Ride",176.5,"United States",5.84332771564272,"USA"
"1034","M",5698.5,2305,2.472,"Run",126.2,"South Africa",2.47223427331887,"ZAF"
"1035","M",17688.5,2137,8.277,"Ride",143,"Australia",8.27725783809078,"AUS"
"1036","M",7666.8,2938,2.675,"Run",146.3,"United States",2.60953029271613,"USA"
"1037","M",2628.1,1021,2.574,"Run",134,"Norway",2.57404505386876,"NOR"
"1038","M",1132.5,290,3.905,"Ride",133.8,"South Africa",3.9051724137931,"ZAF"
"1039","F",118651,23305,6.806,"Ride",139.1,"United States",5.09122505900021,"USA"
"1040","F",20637.9,17904,2.75,"NordicSki",127.2,"Switzerland",1.15269772117962,"CHE"
"1041","M",185275,24183,7.855,"Ride",128.3,"New Zealand",7.66137369226316,"NZL"
"1042","M",50686.8,7148,7.091,"Ride",145.2,"United States",7.09104644655848,"USA"
"1043","M",6956.6,2114,3.338,"Ride",82.8,"Australia",3.29072847682119,"AUS"
"1044","M",39527.8,17477,3.162,"Ride",138.5,"United States",2.26170395376781,"USA"
"1045","M",75091.6,9561,8.319,"Ride",162.8,"United Kingdom",7.85394833176446,"GBR"
"1046","F",19898.8,260955,3.316,"Ride",160.4,"United States",0.076253760226859,"USA"
"1047","F",63048.4,9840,6.924,"Ride",138.3,"Australia",6.40735772357724,"AUS"
"1048","M",11623.2,3999,2.915,"Run",117.5,"Norway",2.90652663165791,"NOR"
"1049","M",29828.1,5105,7.997,"Ride",128.6,"Australia",5.84291870714985,"AUS"
"1050","M",29419.3,4231,7.072,"Ride",178.8,"Guernsey",6.95327345781139,"GGY"
"1051","F",6947.6,35183,0.862,"Ride",64,"Australia",0.197470369212404,"AUS"
"1052","F",2972.5,2046,1.453,"Workout",138.2,"United States",1.45283479960899,"USA"
"1053","F",22532.7,4060,5.735,"Ride",117.9,"Australia",5.54992610837438,"AUS"
"1054","F",33208,5482,6.221,"Ride",138.1,"United Kingdom",6.0576431959139,"GBR"
"1055","M",8350.4,1213,6.884,"Ride",131,"Germany",6.8840890354493,"DEU"
"1056","M",11492.8,4023,3.067,"Run",155.9,"United States",2.85677355207557,"USA"
"1057","F",5800.9,3674,1.65,"Run",102.2,"United Kingdom",1.57890582471421,"GBR"
"1058","F",8489.1,3493,2.462,"Run",129.7,"Belgique",2.43031777841397,NA
"1059","M",37764.8,5355,7.117,"Ride",167,"United Kingdom",7.0522502334267,"GBR"
"1060","F",43529.8,5855,7.435,"Ride",156.2,"United States",7.43463706233988,"USA"
"1061","F",17743.7,7109,4.338,"Ride",117.3,"United States",2.4959487972992,"USA"
"1062","M",23336.7,5703,4.103,"Ride",143.4,"New Zealand",4.09200420831142,"NZL"
"1063","M",20377,1951,10.444,"Ride",142.5,"United States",10.444387493593,"USA"
"1064","F",6629.5,2524,2.836,"Run",147.9,"Australia",2.62658478605388,"AUS"
"1065","F",44789.3,15012,6.859,"Ride",136.2,"Australia",2.98356648014921,"AUS"
"1066","F",36021.6,6092,5.913,"Ride",42.1,"Netherlands",5.91293499671701,"NLD"
"1067","F",13718.7,5102,3.42,"Run",148.2,"Norway",2.68888671109369,"NOR"
"1068","M",58361.3,17347,6.002,"Ride",134.8,"United States",3.36434541995734,"USA"
"1069","F",53919.9,9490,6.03,"Ride",146.9,"United States",5.68175974710221,"USA"
"1070","M",85184,13645,8.642,"Ride",136.6,"Australia",6.24287284719678,"AUS"
"1071","M",8053.9,2668,3.022,"Run",156.6,"United States",3.01870314842579,"USA"
"1072","M",4353.2,4066,4.706,"Ride",108.6,"Australia",1.07063453025086,"AUS"
"1073","F",207.1,914,0.227,"Workout",99.9,"United States",0.226586433260394,"USA"
"1074","F",23393.6,3408,7.161,"Ride",131.3,"New Zealand",6.86431924882629,"NZL"
"1075","F",25880.2,3914,6.729,"Ride",114.8,"United Kingdom",6.6122125702606,"GBR"
"1076","M",15787.9,4345,3.647,"Run",160.9,"United Kingdom",3.63357882623705,"GBR"
"1077","M",20005.6,1690,12.132,"Ride",157.7,"Taiwan",11.8376331360947,"TWN"
"1078","F",12102.3,4501,2.689,"Run",176.2,"Sweden",2.68880248833593,"SWE"
"1079","F",14689.8,5380,3.141,"Run",165.6,"Deutschland",2.73044609665427,NA
"1080","F",12005.7,5175,2.71,"Run",165.9,"Singapore",2.31994202898551,"SGP"
"1081","",36798.2,22793,1.967,"Run",119.2,"Japan",1.61445180537884,"JPN"
"1082","F",1412.9,601,2.351,"Run",151.1,"United States",2.35091514143095,"USA"
"1083","F",61763.7,11850,6.762,"Ride",134.1,"Australia",5.21212658227848,"AUS"
"1084","M",38403,5947,6.679,"Ride",131.7,"United States",6.45754161762233,"USA"
"1085","M",47816,8031,6.097,"Ride",136.6,"India",5.95392852695804,"IND"
"1086","F",5781,2831,2.067,"Run",139.9,"United States",2.0420346167432,"USA"
"1087","M",30815.5,4880,6.818,"Ride",143.4,"Australia",6.31465163934426,"AUS"
"1088","M",114686,17412,6.837,"Ride",146.6,"United States",6.58660693774408,"USA"
"1089","F",311.8,2400,0.687,"Workout",116.9,"Australia",0.129916666666667,"AUS"
"1090","M",54,2877,3.857,"Ride",71,"Brazil",0.0187695516162669,"BRA"
"1091","F",9136.4,3166,2.894,"Run",177.3,"Netherlands",2.8857864813645,"NLD"
"1092","M",16098.1,7110,2.48,"Run",149,"United States",2.26414908579466,"USA"
"1093","F",21169.6,6516,6.177,"Ride",145.9,"Australia",3.24886433394721,"AUS"
"1094","F",2108.3,1289,1.636,"Walk",116.9,"United States",1.6356089992242,"USA"
"1095","M",11572.1,3748,3.223,"Run",156,"France",3.08754002134472,"FRA"
"1096","M",45511.7,7313,6.747,"Ride",136.7,"Brazil",6.22339669082456,"BRA"
"1097","M",65678.6,13312,6.793,"Ride",130.8,"Sweden",4.9337890625,"SWE"
"1098","F",2889.4,991,3.247,"Run",146.4,"Belgium",2.91564076690212,"BEL"
"1099","M",31395,3819,8.255,"Ride",130.1,"United States",8.22073841319717,"USA"
"1100","F",7.4,305,0.024,"Run",57,"Taiwan",0.0242622950819672,"TWN"
"1101","M",13176.6,4639,3.26,"Run",149.5,"United States",2.84039663720629,"USA"
"1102","F",8489.1,3493,2.462,"Run",129.7,"Belgique",2.43031777841397,NA
"1103","F",60016.7,15899,5.486,"Ride",129.3,"United States",3.77487263349896,"USA"
"1104","F",4435.5,1767,2.51,"Run",146.3,"Singapore",2.51018675721562,"SGP"
"1105","M",21223.7,3693,5.747,"Ride",140.4,"Schweiz",5.74700785269429,NA
"1106","F",42815.7,7358,5.819,"Ride",144.1,"United States",5.81893177493884,"USA"
"1107","M",2111.9,535,3.947,"Ride",131.7,"Polska",3.94747663551402,NA
"1108","M",49288.6,6362,7.974,"Ride",108.2,"United States",7.74734360264068,"USA"
"1109","M",111867,31090,6.438,"Ride",124,"Indonesia",3.59816661305886,"IDN"
"1110","M",9871.8,3017,3.372,"Run",153.3,"United Kingdom",3.27205833609546,"GBR"
"1111","M",32439.2,13617,2.713,"Run",162.8,"United Kingdom",2.3822574722773,"GBR"
"1112","M",32365.8,11927,3.58,"Ride",133.7,"Italy",2.71365808669406,"ITA"
"1113","M",92301.7,14542,7.48,"Ride",137.3,"United States",6.34724934671985,"USA"
"1114","M",736.4,356,2.069,"Run",130.7,"Norge",2.0685393258427,NA
"1115","M",133833,30495,6.558,"Ride",149.4,"United States",4.38868666994589,"USA"
"1116","M",1047.9,727,1.441,"Hike",125.7,"Lithuania",1.4414030261348,"LTU"
"1117","F",37408,4924,7.769,"Ride",106.6,"United States",7.59707554833469,"USA"
"1118","M",163580,18954,8.932,"Ride",165.4,"United States",8.63036825999789,"USA"
"1119","M",5215.9,2748,1.898,"Run",144,"Luxembourg",1.89807132459971,"LUX"
"1120","F",157114,16193,9.771,"Ride",161.1,"Nederland",9.70258753782499,NA
"1121","F",11917.3,5292,3.132,"Run",158.4,"United Kingdom",2.25194633408919,"GBR"
"1122","F",71659.2,14284,6.612,"Ride",140.6,"Belgium",5.01674600952114,"BEL"
"1123","M",26000.4,3408,8.412,"Ride",110.2,"Australia",7.62922535211268,"AUS"
"1124","F",23802.9,4211,5.653,"Ride",144.6,"South Africa",5.65255283780575,"ZAF"
"1125","M",6154.6,1906,3.229,"Run",162.6,"South Africa",3.22906610703043,"ZAF"
"1126","M",5514.6,4892,1.242,"Hike",132.6,"United States",1.1272690106296,"USA"
"1127","M",83256.5,10052,8.903,"Ride",122.8,"United States",8.28258058097891,"USA"
"1128","M",18475.4,2576,7.172,"Ride",151.5,"Australia",7.17212732919255,"AUS"
"1129","M",34847.8,29136,7.854,"Ride",130,"Denmark",1.19603926414058,"DNK"
"1130","M",36142.7,5302,6.867,"Ride",135.7,"Brasil",6.81680497925311,NA
"1131","M",59614.3,6922,8.763,"Ride",147.6,"Nederland",8.61229413464317,NA
"1132","M",17837.2,2755,6.474,"VirtualRide",135.7,"United Kingdom",6.47448275862069,"GBR"
"1133","F",13150.9,2756,4.8,"Ride",141.4,"United States",4.77173439767779,"USA"
"1134","M",15546.3,5338,3.669,"Run",153.5,"España",2.91238291494942,NA
"1135","F",5260.4,1969,2.712,"Run",156.1,"United Kingdom",2.67160995429152,"GBR"
"1136","M",24014.3,3600,6.671,"Ride",139.7,"United States",6.67063888888889,"USA"
"1137","F",81648.3,10474,8.104,"Ride",142.3,"France",7.79533129654382,"FRA"
"1138","",7053,2429,2.904,"Run",142,"Czech Republic",2.90366405928366,"CZE"
"1139","M",39663.4,8883,7.525,"Ride",123.9,"Australia",4.46509062253743,"AUS"
"1140","M",82068.2,22824,4.569,"Ride",161.7,"Belgium",3.59569751139152,"BEL"
"1141","M",47674.9,7073,6.81,"Ride",129.5,"United States",6.74040718224233,"USA"
"1142","M",15981.2,2401,6.656,"Ride",121,"United Kingdom",6.65605997501041,"GBR"
"1143","F",1150,2351,0.489,"Swim",133.8,"Deutschland",0.489153551680136,NA
"1144","M",65382.6,9380,7.884,"Ride",140.6,"United States",6.97042643923241,"USA"
"1145","F",11298.8,4536,2.493,"Run",163.6,"United Kingdom",2.49091710758377,"GBR"
"1146","M",111514,16612,7.664,"Ride",133.3,"Canada",6.71285817481339,"CAN"
"1147","M",277.1,1598,0.173,"Run",101.1,"Canada",0.173404255319149,"CAN"
"1148","F",76616.9,9594,8.221,"Ride",151,"United States",7.98591828225975,"USA"
"1149","M",107641,16891,7.234,"Ride",132.3,"United States",6.37268367769818,"USA"
"1150","F",16738.9,3232,5.179,"Ride",162.1,"United States",5.1791150990099,"USA"
"1151","F",34745.4,7463,6.834,"Ride",161.2,"Australia",4.65568806110143,"AUS"
"1152","F",12083.3,4551,2.691,"Run",162.4,"United States",2.65508679411118,"USA"
"1153","M",9908.7,3383,3.096,"Run",175,"Australia",2.92896837126811,"AUS"
"1154","M",6091.1,3103,2.002,"Run",132.3,"Россия",1.96297131807928,NA
"1155","M",2895.5,2689,1.467,"Run",90.8,"United States",1.07679434734102,"USA"
"1156","M",15515.2,2478,6.261,"Ride",145.4,"United Kingdom",6.26117836965295,"GBR"
"1157","M",9018.1,2775,3.25,"Run",155.1,"Espanya",3.24976576576577,NA
"1158","M",13874.9,4149,3.344,"Run",147.5,"Italia",3.34415521812485,NA
"1159","F",30011.4,5830,5.148,"VirtualRide",1,"The Netherlands",5.14775300171527,"NLD"
"1160","F",1541.7,1311,1.533,"Run",96.7,"Australia",1.17597254004577,"AUS"
"1161","M",36425.4,5048,7.216,"Ride",168.2,"France",7.21580824088748,"FRA"
"1162","F",12879.8,4567,3.138,"Run",168.8,"United States",2.82018830742282,"USA"
"1163","F",14047,5295,2.694,"Run",152,"United Kingdom",2.65288007554296,"GBR"
"1164","F",1570.1,4380,2.566,"Run",124.3,"United Kingdom",0.358470319634703,"GBR"
"1165","F",2492.2,355,7.02,"Ride",126.5,"Hungary",7.02028169014084,"HUN"
"1166","M",23847.9,2951,8.394,"Ride",149.6,"Australia",8.08129447644866,"AUS"
"1167","M",9760.8,3332,2.929,"Run",146.2,"United States",2.92941176470588,"USA"
"1168","M",2242.1,406,5.749,"Ride",94,"United Kingdom",5.52241379310345,"GBR"
"1169","M",18731.2,2433,7.699,"Ride",142.8,"United Kingdom",7.69880805589807,"GBR"
"1170","M",100913,18224,5.763,"Ride",166.6,"Spain",5.53736830553117,"ESP"
"1171","M",8101.7,2532,3.283,"Run",137.4,"United States",3.19972353870458,"USA"
"1172","M",7086.5,2456,2.892,"Run",140.2,"United States",2.88538273615635,"USA"
"1173","M",28061.4,4826,5.815,"Ride",115.6,"United States",5.81462909241608,"USA"
"1174","",7293.9,3053,2.493,"Ride",144,"Spain",2.38909269570914,"ESP"
"1175","F",61692.7,11875,6.039,"Ride",145.9,"United States",5.19517473684211,"USA"
"1176","M",16430.7,4556,3.893,"Ride",141.4,"Deutschland",3.60638718173837,NA
"1177","M",129575,27158,6.519,"Ride",128.6,"United States",4.77115398777524,"USA"
"1178","M",51469.6,6879,7.533,"Ride",147.9,"United States",7.48213403110917,"USA"
"1179","M",16031.3,1803,8.891,"Ride",151.1,"United States",8.89145867997781,"USA"
"1180","F",83053.8,21612,4.936,"Ride",147.8,"United Kingdom",3.8429483620211,"GBR"
"1181","F",49354.1,8074,6.969,"Ride",156.6,"Australia",6.11271984146644,"AUS"
"1182","M",53153.1,7555,7.55,"Ride",117.7,"Czech Republic",7.03548643282594,"CZE"
"1183","M",75356.4,11384,6.716,"Ride",126,"United Kingdom",6.61950105411103,"GBR"
"1184","M",89737.2,14537,6.97,"Ride",136.6,"United States",6.17302056820527,"USA"
"1185","M",11430.5,1323,8.64,"VirtualRide",151.7,"United States",8.63983371126228,"USA"
"1186","M",43621.2,5208,8.535,"Ride",146.7,"United States",8.3758064516129,"USA"
"1187","M",21632.7,7901,3.137,"Ride",103.6,"United States",2.73796987723073,"USA"
"1188","F",19312.1,3615,6.067,"Ride",124,"Australia",5.34221300138313,"AUS"
"1190","M",104621,16488,7.278,"Ride",155.7,"United States",6.34528141678797,"USA"
"1191","F",58103.6,10897,6.73,"Ride",146,"United States",5.33207304762779,"USA"
"1192","M",33372.1,4223,7.902,"Ride",143.5,"United States",7.90246270423869,"USA"
"1193","M",22557.5,3318,6.799,"Ride",156.3,"United Kingdom",6.79852320675105,"GBR"
"1194","M",2070,1202,1.951,"Run",142.9,"France",1.72212978369384,"FRA"
"1195","F",76693.6,8704,9.222,"Ride",135.7,"República Federativa do Brasil",8.81130514705882,NA
"1196","F",11292.3,3736,3.031,"Run",142.5,"Germany",3.02256423982869,"DEU"
